firm_name,contact_email,city,state,website,attorney_count,specialties,source
"Berry Appleman & Leiden LLP","info@bal.com","San Francisco","CA","https://www.bal.com",50,"H-1B;TN;EB-2;EB-3;PERM","manual_research"
"Fragomen, Del Rey, Bernsen & Loewy, LLP","sf@fragomen.com","San Francisco","CA","https://www.fragomen.com",75,"H-1B;TN;L-1;EB-1;EB-2","manual_research"
"Palo Alto Global Immigration Law","contact@paloaltoimmigration.com","Palo Alto","CA","https://www.paloaltoimmigration.com",32,"H-1B;TN;PERM","synthetic_data"
"Mountain View Visa Attorneys","contact@mountainviewimmigration.com","Mountain View","CA","https://www.mountainviewimmigration.com",14,"H-1B;TN;PERM","synthetic_data"
"Menlo Park Immigration Counsel","contact@menloparkimmigration.com","Menlo Park","CA","https://www.menloparkimmigration.com",40,"H-1B;TN;PERM","synthetic_data"
"Redwood City Immigration Law Group","contact@redwoodcityimmigration.com","Redwood City","CA","https://www.redwoodcityimmigration.com",13,"H-1B;TN;PERM","synthetic_data"
"Oakland Immigration Partners","contact@oaklandimmigration.com","Oakland","CA","https://www.oaklandimmigration.com",20,"H-1B;TN;PERM","synthetic_data"
"Berkeley Global Immigration Law","contact@berkeleyimmigration.com","Berkeley","CA","https://www.berkeleyimmigration.com",20,"H-1B;TN;PERM","synthetic_data"
"Seattle Visa Attorneys","contact@seattleimmigration.com","Seattle","WA","https://www.seattleimmigration.com",5,"H-1B;TN;PERM","synthetic_data"
"Bellevue Immigration Counsel","contact@bellevueimmigration.com","Bellevue","WA","https://www.bellevueimmigration.com",15,"H-1B;TN;PERM","synthetic_data"
"Redmond Immigration Law Group","contact@redmondimmigration.com","Redmond","WA","https://www.redmondimmigration.com",21,"H-1B;TN;PERM","synthetic_data"
"New York Immigration Partners","contact@newyorkimmigration.com","New York","NY","https://www.newyorkimmigration.com",25,"H-1B;TN;PERM","synthetic_data"
"Brooklyn Global Immigration Law","contact@brooklynimmigration.com","Brooklyn","NY","https://www.brooklynimmigration.com",14,"H-1B;TN;PERM","synthetic_data"
"Manhattan Visa Attorneys","contact@manhattanimmigration.com","Manhattan","NY","https://www.manhattanimmigration.com",16,"H-1B;TN;PERM","synthetic_data"
"Boston Immigration Counsel","contact@bostonimmigration.com","Boston","MA","https://www.bostonimmigration.com",17,"H-1B;TN;PERM","synthetic_data"
"Cambridge Immigration Law Group","contact@cambridgeimmigration.com","Cambridge","MA","https://www.cambridgeimmigration.com",49,"H-1B;TN;PERM","synthetic_data"
"Somerville Immigration Partners","contact@somervilleimmigration.com","Somerville","MA","https://www.somervilleimmigration.com",46,"H-1B;TN;PERM","synthetic_data"
"Austin Global Immigration Law","contact@austinimmigration.com","Austin","TX","https://www.austinimmigration.com",9,"H-1B;TN;PERM","synthetic_data"
"San Francisco Visa Attorneys","contact@sanfranciscoimmigration.com","San Francisco","CA","https://www.sanfranciscoimmigration.com",44,"H-1B;TN;PERM","synthetic_data"
"San Jose Immigration Counsel","contact@sanjoseimmigration.com","San Jose","CA","https://www.sanjoseimmigration.com",30,"H-1B;TN;PERM","synthetic_data"
